loan_amnt,int_rate,annual_inc,dti,fico_range_low,revol_util,loan_to_income,grade_encoded,purpose_credit_card,purpose_debt_consolidation,purpose_home_improvement,purpose_house,purpose_major_purchase,purpose_medical,purpose_moving,purpose_other,purpose_renewable_energy,purpose_small_business,purpose_vacation,home_ownership_OWN,home_ownership_RENT,default,emp_length_10+ years,emp_length_2 years,emp_length_3 years,emp_length_4 years,emp_length_5 years,emp_length_6 years,emp_length_7 years,emp_length_8 years,emp_length_9 years,emp_length_< 1 year,emp_length_Unknown
9450.0,13.44,22500.0,36.85,675.0,17.5,0.42,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
15000.0,9.8,79500.0,34.23,705.0,46.3,0.18867924528301888,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
27500.0,13.44,187000.0,17.41,715.0,54.4,0.14705882352941177,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10000.0,5.32,92000.0,18.01,685.0,40.1,0.10869565217391304,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
7975.0,12.88,55000.0,23.39,660.0,49.0,0.145,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12000.0,7.49,67000.0,9.92,680.0,62.5,0.1791044776119403,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
35000.0,7.49,150000.0,23.34,720.0,43.0,0.23333333333333334,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7200.0,11.99,19000.0,37.97,705.0,51.8,0.37894736842105264,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
29000.0,21.48,92500.0,17.06,710.0,52.8,0.31351351351351353,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18000.0,12.88,61000.0,29.81,695.0,39.8,0.29508196721311475,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5175.0,13.99,46000.0,21.16,700.0,72.1,0.1125,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
15000.0,9.8,85000.0,12.04,660.0,55.4,0.17647058823529413,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
14400.0,7.91,70000.0,18.7,690.0,73.9,0.2057142857142857,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24150.0,21.48,57500.0,22.6,675.0,70.3,0.42,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
12000.0,13.44,106000.0,10.18,670.0,76.1,0.11320754716981132,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
15000.0,6.49,97000.0,10.79,700.0,44.7,0.15463917525773196,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15000.0,14.85,130000.0,27.43,670.0,46.0,0.11538461538461539,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28000.0,5.32,162000.0,13.52,765.0,33.0,0.1728395061728395,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25000.0,13.99,64000.0,7.39,695.0,69.5,0.390625,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10000.0,11.99,149000.0,9.83,685.0,63.7,0.06711409395973154,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7350.0,25.09,41500.0,31.17,665.0,67.9,0.17710843373493976,5,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
14000.0,15.77,67200.0,7.86,670.0,45.9,0.20833333333333334,3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
9000.0,13.44,68000.0,24.83,710.0,91.9,0.1323529411764706,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35000.0,19.48,80500.0,18.93,740.0,38.3,0.43478260869565216,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17500.0,11.48,48720.0,23.0,680.0,66.7,0.35919540229885055,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
15000.0,9.8,45000.0,19.44,665.0,54.3,0.3333333333333333,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
10000.0,12.88,64000.0,26.93,675.0,37.0,0.15625,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18450.0,11.99,41000.0,22.07,685.0,72.0,0.45,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
12000.0,12.88,76000.0,24.37,675.0,58.9,0.15789473684210525,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5000.0,6.99,80000.0,14.3,835.0,0.0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
28800.0,19.89,72746.64,10.57,660.0,41.4,0.39589457327513683,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32000.0,17.27,146000.0,10.26,695.0,49.3,0.2191780821917808,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
13500.0,17.97,73000.0,35.95,710.0,72.4,0.18493150684931506,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
12000.0,10.78,35000.0,4.6,695.0,39.5,0.34285714285714286,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10800.0,12.88,27000.0,8.58,670.0,52.4,0.4,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6000.0,7.49,242000.0,19.22,740.0,43.4,0.024793388429752067,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
30000.0,9.17,116000.0,10.98,720.0,78.0,0.25862068965517243,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
8000.0,6.49,128000.0,24.73,800.0,4.3,0.0625,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35000.0,11.99,105000.0,38.07,730.0,99.4,0.3333333333333333,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15000.0,7.91,78000.0,16.48,680.0,84.2,0.19230769230769232,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8000.0,9.8,46000.0,28.96,710.0,80.6,0.17391304347826086,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
35000.0,7.91,99400.0,31.82,700.0,53.0,0.352112676056338,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
24000.0,9.17,79000.0,9.62,690.0,50.0,0.3037974683544304,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15000.0,7.49,105000.0,5.01,695.0,34.4,0.14285714285714285,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
30000.0,7.49,160000.0,17.12,775.0,25.7,0.1875,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6000.0,11.48,61000.0,28.49,705.0,85.4,0.09836065573770492,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1000.0,17.97,80000.0,9.84,665.0,55.3,0.0125,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
28000.0,7.49,135000.0,14.64,695.0,75.1,0.2074074074074074,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22000.0,7.49,50000.0,21.22,710.0,72.6,0.44,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
16000.0,7.91,260000.0,12.71,715.0,66.3,0.06153846153846154,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16800.0,20.5,57000.0,23.85,675.0,35.8,0.29473684210526313,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
20000.0,13.99,67000.0,16.3,690.0,58.1,0.29850746268656714,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
11475.0,21.48,35000.0,36.98,660.0,48.8,0.32785714285714285,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
15675.0,17.97,48000.0,29.48,660.0,66.8,0.3265625,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18450.0,11.48,41000.0,27.66,660.0,67.0,0.45,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
25200.0,7.49,108000.0,16.31,725.0,83.0,0.23333333333333334,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
7200.0,15.77,50000.0,28.05,685.0,58.4,0.144,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10500.0,9.8,65000.0,21.49,665.0,83.9,0.16153846153846155,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35000.0,20.5,240000.0,15.26,675.0,2.1,0.14583333333333334,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15000.0,11.48,50000.0,26.79,665.0,62.0,0.3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
32000.0,12.88,110000.0,13.84,665.0,16.2,0.2909090909090909,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35000.0,14.85,100000.0,11.27,660.0,47.7,0.35,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2975.0,21.48,40000.0,6.9,660.0,49.0,0.074375,4,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
6000.0,8.49,90000.0,11.2,660.0,64.3,0.06666666666666667,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
16450.0,9.17,63000.0,28.39,755.0,1.1,0.2611111111111111,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
30600.0,17.97,88500.0,39.98,685.0,36.5,0.34576271186440677,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
35000.0,17.97,79000.0,18.49,690.0,64.5,0.4430379746835443,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
15000.0,9.8,77000.0,21.52,680.0,87.4,0.19480519480519481,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
35000.0,17.27,126000.0,18.33,695.0,57.8,0.2777777777777778,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18000.0,5.32,140000.0,12.62,710.0,28.0,0.12857142857142856,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20000.0,10.78,56000.0,28.5,720.0,70.7,0.35714285714285715,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19600.0,12.88,99901.0,37.61,715.0,62.6,0.19619423228996707,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10000.0,7.91,52387.0,12.03,710.0,37.4,0.19088705213125393,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20000.0,13.44,51000.0,38.8,670.0,41.3,0.39215686274509803,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
10700.0,6.49,65000.0,28.03,685.0,88.0,0.1646153846153846,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28000.0,5.32,200000.0,13.82,760.0,20.2,0.14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
35000.0,17.97,95000.0,27.29,665.0,99.9,0.3684210526315789,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
10000.0,17.27,30200.0,9.02,680.0,43.5,0.33112582781456956,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
21000.0,14.85,98000.0,28.57,695.0,71.3,0.21428571428571427,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
10000.0,12.88,120000.0,15.66,660.0,22.9,0.08333333333333333,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25000.0,13.44,79000.0,8.85,660.0,31.3,0.31645569620253167,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
21000.0,11.99,140000.0,22.95,690.0,75.7,0.15,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
23825.0,17.97,117132.0,20.54,675.0,94.0,0.2034029983266742,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12000.0,8.49,105000.0,20.16,670.0,52.9,0.11428571428571428,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13650.0,14.85,60000.0,28.04,700.0,51.7,0.2275,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2000.0,13.44,42536.0,29.35,665.0,52.5,0.0470189956742524,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
13300.0,11.99,37000.0,15.8,690.0,61.6,0.35945945945945945,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
15000.0,11.99,42400.0,31.44,665.0,53.8,0.35377358490566035,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
12000.0,13.99,38000.0,31.43,700.0,94.0,0.3157894736842105,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
11000.0,6.99,78000.0,21.64,775.0,18.5,0.14102564102564102,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21000.0,19.48,133308.0,24.17,715.0,68.6,0.1575299306868305,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18000.0,13.99,70000.0,24.29,720.0,30.0,0.2571428571428571,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
10800.0,10.78,100000.0,13.48,675.0,67.0,0.108,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3900.0,21.48,50000.0,20.31,670.0,39.0,0.078,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
10000.0,14.85,56200.0,8.2,660.0,67.0,0.17793594306049823,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
16100.0,17.27,35000.0,32.67,695.0,35.9,0.46,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
15000.0,8.49,50000.0,21.24,700.0,52.0,0.3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
20000.0,13.99,70000.0,34.54,660.0,62.0,0.2857142857142857,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24000.0,13.44,80000.0,19.13,690.0,28.8,0.3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
28000.0,12.88,140000.0,11.14,695.0,28.2,0.2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15000.0,17.97,50000.0,26.04,685.0,100.2,0.3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
35000.0,13.44,121000.0,19.27,700.0,33.4,0.2892561983471074,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3200.0,14.85,87000.0,24.69,665.0,87.1,0.0367816091954023,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
12000.0,14.85,32000.0,21.49,665.0,54.5,0.375,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
12800.0,11.99,42000.0,9.28,670.0,53.9,0.3047619047619048,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9000.0,9.17,55000.0,19.91,740.0,19.7,0.16363636363636364,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25600.0,9.17,84000.0,12.39,730.0,39.1,0.3047619047619048,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
9800.0,5.32,68000.0,4.08,725.0,56.9,0.14411764705882352,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
5600.0,9.17,56000.0,19.95,660.0,29.0,0.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23700.0,15.77,62000.0,33.64,690.0,45.4,0.38225806451612904,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
32750.0,20.5,78000.0,25.43,670.0,62.3,0.4198717948717949,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5000.0,7.49,45000.0,27.07,795.0,15.4,0.1111111111111111,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18000.0,6.49,95000.0,12.2,685.0,67.4,0.18947368421052632,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15000.0,13.44,129000.0,18.95,690.0,33.6,0.11627906976744186,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27000.0,18.99,60000.0,21.4,675.0,78.0,0.45,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
11500.0,11.99,40000.0,23.4,675.0,39.0,0.2875,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
20250.0,9.8,75000.0,20.56,705.0,87.0,0.27,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8000.0,10.78,35000.0,11.83,680.0,41.8,0.22857142857142856,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35000.0,18.49,150000.0,16.97,700.0,58.4,0.23333333333333334,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10125.0,13.44,90000.0,25.43,680.0,70.3,0.1125,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35000.0,9.8,100000.0,14.78,715.0,68.0,0.35,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18000.0,8.49,117208.0,10.17,720.0,40.5,0.15357313493959457,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5575.0,8.49,25000.0,27.89,670.0,74.9,0.223,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4800.0,14.85,15000.0,6.0,795.0,16.2,0.32,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
20000.0,13.99,84240.0,33.92,680.0,77.3,0.23741690408357075,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18000.0,13.44,57000.0,18.4,660.0,56.0,0.3157894736842105,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19575.0,19.48,68000.0,34.95,660.0,83.0,0.2878676470588235,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
26000.0,13.44,85000.0,28.14,705.0,32.7,0.3058823529411765,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
11525.0,14.85,40000.0,16.68,665.0,26.2,0.288125,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000.0,13.44,48000.0,22.85,705.0,35.0,0.4166666666666667,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1200.0,9.8,35000.0,19.41,700.0,18.4,0.03428571428571429,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
35000.0,20.5,103000.0,20.31,675.0,68.0,0.33980582524271846,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
4175.0,24.24,20000.0,15.19,665.0,60.7,0.20875,5,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
26975.0,12.88,120000.0,27.16,665.0,72.0,0.22479166666666667,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16000.0,11.99,38000.0,18.95,725.0,30.8,0.42105263157894735,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2750.0,11.48,104000.0,24.65,670.0,73.4,0.026442307692307692,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10000.0,6.99,47000.0,19.08,700.0,18.0,0.2127659574468085,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2400.0,7.91,26000.0,25.92,725.0,29.8,0.09230769230769231,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
12000.0,5.32,130000.0,14.76,770.0,45.2,0.09230769230769231,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4800.0,9.17,55000.0,19.79,665.0,63.3,0.08727272727272728,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
20000.0,10.78,75000.0,24.89,690.0,77.0,0.26666666666666666,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
7200.0,12.88,64000.0,11.55,695.0,34.5,0.1125,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10000.0,12.88,68000.0,18.14,680.0,26.0,0.14705882352941177,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11000.0,15.77,110000.0,14.45,660.0,44.2,0.1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23250.0,18.99,46500.0,17.28,690.0,63.0,0.5,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
12000.0,11.99,45000.0,25.68,660.0,88.8,0.26666666666666666,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
24375.0,18.99,53000.0,8.7,695.0,88.9,0.45990566037735847,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
5600.0,13.44,57000.0,11.94,665.0,73.9,0.09824561403508772,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
7000.0,12.88,24000.0,36.2,675.0,78.8,0.2916666666666667,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12000.0,17.27,30000.0,12.2,660.0,64.2,0.4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
20000.0,7.49,89600.0,6.39,725.0,97.7,0.22321428571428573,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25000.0,19.89,93000.0,33.92,685.0,84.4,0.26881720430107525,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15000.0,17.97,55000.0,16.17,670.0,49.6,0.2727272727272727,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
20550.0,17.27,70000.0,29.21,660.0,36.0,0.2935714285714286,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
10000.0,8.49,68000.0,25.27,725.0,74.2,0.14705882352941177,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
5000.0,6.99,51782.0,21.62,680.0,38.7,0.09655864972384226,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6400.0,6.99,42000.0,17.29,705.0,41.5,0.1523809523809524,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10150.0,18.99,80000.0,16.55,690.0,85.1,0.126875,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
35000.0,20.5,87250.0,17.04,660.0,95.3,0.40114613180515757,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17500.0,8.49,59000.0,18.96,715.0,70.3,0.2966101694915254,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
